Track URI,Track Name,Album Name,Artist Name(s),Release Date,Duration (ms),Popularity,Explicit,Added By,Added At,Genres,Record Label,Danceability,Energy,Key,Loudness,Mode,Speechiness,Acousticness,Instrumentalness,Liveness,Valence,Tempo,Time Signature
spotify:track:0L5gFNrzHyh4OhMwEz6DGS,"Fool's Gold","FOUR (Deluxe)","One Direction",2014-11-17,210893,65,false,,2020-09-06T22:02:37Z,"","Syco Music",0.515,0.773,6,-4.848,1,0.0479,0.23,0.00000129,0.0938,0.379,128.001,4
spotify:track:4B1rpPmQXwj78wk6aIGwwU,"Two Ghosts","Harry Styles","Harry Styles",2017-05-12,229802,69,false,,2020-09-06T17:48:28Z,"","Columbia",0.386,0.407,6,-7.095,0,0.0268,0.234,0.00000186,0.0999,0.456,69.387,4
spotify:track:5kRPPEWFJIMox5qIkQkiz5,"Sweet Creature","Harry Styles","Harry Styles",2017-05-12,224870,71,false,,2020-09-06T17:48:18Z,"","Columbia",0.427,0.262,7,-8.541,1,0.0276,0.746,0,0.068,0.228,104.085,4
spotify:track:7F9vK8hNFMml4GtHsaXui6,"Back to You (feat. Bebe Rexha & Digital Farm Animals)","Back to You (feat. Bebe Rexha & Digital Farm Animals)","Louis Tomlinson;Bebe Rexha;Digital Farm Animals",2017-07-21,190427,65,true,,2020-09-06T08:19:20Z,"","Syco Music",0.683,0.53,5,-4.918,0,0.142,0.207,0,0.394,0.645,75.016,4
spotify:track:5cbpoIu3YjoOwbBDGUEp3P,"Car Radio","Vessel","Twenty One Pilots",2013-01-08,267720,71,false,,2020-09-02T12:49:50Z,"","Fueled By Ramen",0.766,0.519,9,-7.355,0,0.0366,0.098,0,0.0855,0.612,129.972,4
spotify:track:57Wjcff1bw8TueYvFip4NN,"Monsters","After Hours","Timeflies;Katie Sky",2014-01-01,225293,39,true,,2020-09-01T07:55:32Z,"","Island Records",0.613,0.765,1,-3.909,1,0.0984,0.0195,0,0.039,0.534,88.262,4
spotify:track:2VK7jCGsPH4JULHZJLgsix,"Would Anyone Care","Would Anyone Care","Citizen Soldier",2020-06-10,225674,47,false,,2020-08-12T10:40:43Z,"","Citizen Soldier",0.488,0.432,5,-7.708,1,0.0304,0.0715,0,0.169,0.573,140.12,3
spotify:track:5qCAMmVToq2m3snrMX9mKO,"Chasing Cars","Chasing Cars","The Wind and The Wave",2015-05-01,268893,52,false,,2020-05-23T15:34:01Z,"folk pop","RCA Records Label",0.467,0.307,0,-9.712,1,0.0284,0.556,0.00153,0.0968,0.119,103.808,4
spotify:track:5hnyJvgoWiQUYZttV4wXy6,"Chasing Cars","Eyes Open","Snow Patrol",2006-01-01,267960,84,false,,2020-05-23T15:25:30Z,"","Polydor Records",0.561,0.595,9,-4.53,1,0.0274,0.199,0.0000647,0.132,0.144,104.006,4
spotify:track:5GuLKwgYs2odLi5LwK6oKA,"Swim For Your Life","Swim For Your Life","The Pale White",2019-10-11,262842,0,true,,2020-05-11T20:01:51Z,"","ILLEGAL CINEMA",0.31,0.806,8,-4.936,0,0.126,0.00739,0,0.177,0.432,202.078,4
spotify:track:6eLOyOwKUJvjN0f9equFf8,"So Cold (The Good Wife Trailer)","...As Heard In","Ben Cocks;Nikisha Reyes-Pile",2010-11-16,226986,66,false,,2020-03-13T08:08:34Z,"","UPPM Records",0.516,0.356,10,-13.442,1,0.0315,0.766,0.0187,0.116,0.199,74.995,4
spotify:track:7o7ARUQHGogYASmm1hppQr,"Medo De Sentir","Festival Da Canção 2020","Elisa",2020-01-16,171810,30,false,,2020-03-11T07:33:57Z,"","Universal Music Portugal SA Distributed Labels",0.389,0.487,9,-7.728,0,0.0434,0.563,0,0.11,0.285,153.683,4
spotify:track:0hfVm3p3gSPojQ2qpH3psr,"Unreal","Unreal","Mondays;Melker",2016-09-25,205420,18,true,,2020-02-24T15:16:17Z,"","Epidemic Sound",0.665,0.642,7,-4.779,1,0.0341,0.0223,0,0.176,0.614,105.006,4
spotify:track:34F4GJFUzPvPJmGrTpyqlZ,"Faded (Restrung)","Faded","Alan Walker",2015-12-04,217053,50,false,,2020-01-07T21:24:00Z,"","Kreatell Music",0.382,0.382,6,-6.635,1,0.0306,0.916,0.000309,0.139,0.293,179.844,4
spotify:track:2D9BrlpeyjXF0vli2dYQ5V,"Angels Fall","Dark Before Dawn","Breaking Benjamin",2015-06-23,228866,70,false,,2020-01-04T12:36:31Z,"alternative metal,post-grunge,rock","Hollywood Records",0.4,0.886,7,-5.078,1,0.0521,0.000868,0.000211,0.122,0.406,195.958,4
spotify:track:7HjNOz8Y7H7uSySXuHNg1Y,"Ashes of Eden","Dark Before Dawn","Breaking Benjamin",2015-06-23,293640,62,false,,2020-01-04T12:36:26Z,"alternative metal,post-grunge,rock","Hollywood Records",0.241,0.534,3,-7.207,1,0.0321,0.0561,0.00000213,0.103,0.277,159.974,4
spotify:track:5zT5cMnMKoyruPj13TQXGx,"I Found","5AM (Expanded Edition)","Amber Run",2015-04-20,273000,74,false,,2019-12-27T19:40:12Z,"","RCA Records Label",0.567,0.303,7,-12.481,0,0.0351,0.862,0.00563,0.104,0.252,124.949,4
spotify:track:1ZMiCix7XSAbfAJlEZWMCp,"Falling","Fine Line","Harry Styles",2019-12-13,240139,83,false,,2019-12-27T19:39:31Z,"","Columbia",0.567,0.267,4,-6.502,1,0.0299,0.839,0.00000146,0.089,0.0592,110.011,4
spotify:track:1j4kHkkpqZRBwE0A4CN4Yv,"Dusk Till Dawn (feat. Sia) - Radio Edit","Dusk Till Dawn (feat. Sia) [Radio Edit]","ZAYN;Sia",2017-09-07,239000,72,false,,2019-12-27T19:38:11Z,"","RCA Records Label",0.259,0.437,11,-6.589,0,0.0386,0.102,0.00000132,0.106,0.0951,180.042,4
spotify:track:7qEHsqek33rTcFNT9PFqLf,"Someone You Loved","Divinely Uninspired To A Hellish Extent","Lewis Capaldi",2019-05-17,182160,87,false,,2019-12-27T19:37:23Z,"soft pop","Vertigo Berlin",0.501,0.405,1,-5.679,1,0.0319,0.751,0,0.105,0.446,109.891,4
spotify:track:3vVXzKIlFLYERxMaVFukyr,"Dynasty","Dynasty","MIIA",2015-09-22,225515,0,false,,2019-12-27T19:37:20Z,"","Position Music / Recurrent Records",0.493,0.594,8,-4.404,0,0.0378,0.256,0,0.0759,0.304,123.751,4
spotify:track:2kMAKtrAu16HVWxBnOwuhd,"Hurts Like Hell","Love and War","Fleurie;Tommee Profitt",2016-09-19,232000,0,false,,2019-12-27T19:37:14Z,"","Fleurie",0.433,0.152,9,-13.384,0,0.0369,0.727,0.0000519,0.107,0.0974,129.792,3
spotify:track:3tJjZMHLqhD8DaGgdBICnc,"Saturn","Atlas: I","Sleeping At Last",2014-07-08,289792,72,false,,2019-12-27T19:28:42Z,"","Asteroid B-612",0.167,0.237,3,-13.738,1,0.0352,0.638,0.311,0.109,0.0444,145.036,4
